date,open,high,low,close,volume,trend
12/29/2022,33220.80078,33293.42188,33020.35156,33021.42969,243060000,down
12/30/2022,33147.25,33152.55078,32847.82031,33121.60938,295500000,up
1/3/2023,33136.37109,33387.51953,32850.57031,33148.89844,355930000,up
1/4/2023,33269.76953,33409.10156,33033.48047,33165.14063,379400000,up
1/5/2023,32930.07813,33191.71875,32812.32813,33191.71875,337920000,up
1/6/2023,33630.60938,33710.66016,32997.39063,33055.30078,360740000,down
1/9/2023,33517.64844,33935.10938,33487.66016,33664.39063,327840000,up
1/10/2023,33704.10156,33726.53906,33421.80078,33516.42969,268260000,down
1/11/2023,33973.01172,33974.69141,33711.03906,33754.03125,301650000,up
1/12/2023,34189.96875,34292.67188,33792.10156,34047.85938,308190000,up
1/13/2023,34302.60938,34342.32031,33915.48828,34075.30859,274110000,up
1/17/2023,33910.85156,34269.96875,33860.67188,34222.32031,353050000,up
1/18/2023,33296.96094,34016.53125,33269.89844,33948.48828,351670000,down
1/19/2023,33044.55859,33227.48828,32982.05078,33171.35156,319770000,down
1/20/2023,33375.48828,33381.94922,32948.92969,33073.46094,367330000,down
1/23/2023,33629.55859,33782.87891,33316.25,33439.55859,355220000,up
1/24/2023,33733.96094,33782.92188,33310.55859,33444.71875,299310000,up
1/25/2023,33743.83984,33773.08984,33273.21094,33538.35938,341720000,up
1/26/2023,33949.41016,33953.78906,33635.60156,33771.66016,327000000,up
1/27/2023,33978.07813,34164.32813,33830.85156,33952.92969,441260000,up
1/30/2023,33717.08984,34055.28906,33695.17969,33909.21094,343920000,down
1/31/2023,34086.03906,34095.23047,33664.91016,33803.55859,360240000,down
2/1/2023,34092.96094,34334.69922,33581.42188,34039.60156,370120000,up
2/2/2023,34053.94141,34145.14063,33814.78125,34129.30078,429910000,up
2/3/2023,33926.01172,34179.57813,33813.85938,33926.30078,425150000,down
2/6/2023,33891.01953,33962.83984,33683.57813,33874.44141,296400000,down
2/7/2023,34156.69141,34240,33634.10156,33769.78125,361620000,down
2/8/2023,33949.01172,34161.64844,33899.78906,34132.89844,324090000,up
2/9/2023,33699.87891,34252.57031,33607.12891,34105.60938,347520000,down
2/10/2023,33869.26953,33897.30859,33591.98828,33671.53906,288150000,down
2/13/2023,34245.92969,34249.60156,33887.39063,33887.39063,302600000,up
2/14/2023,34089.26953,34331.46875,33827.44922,34194.08984,288820000,up
2/15/2023,34128.05078,34130.48828,33833.10156,34008.62891,267530000,down
2/16/2023,33696.85156,34041.16016,33686.58984,33992.08984,317530000,down
2/17/2023,33826.69141,33846.64063,33517.73047,33677.01172,302900000,down
2/21/2023,33129.58984,33699.69141,33115.73828,33699.69141,348320000,up
2/22/2023,33045.08984,33245.96875,32948.26953,33169.32813,321910000,down
2/23/2023,33153.91016,33272.39844,32795.67188,33175.39063,288120000,up
2/24/2023,32816.92188,32999.19141,32643.48047,32999.19141,277120000,down
2/27/2023,32889.08984,33189.28125,32814.17969,32906.16016,243660000,down
2/28/2023,32656.69922,32873.46875,32636.42969,32873.46875,303760000,down
3/1/2023,32661.83984,32746.15039,32500.71094,32656.36914,292810000,down
3/2/2023,33003.57031,33083.44922,32665.84961,32780.96875,317450000,up
3/3/2023,33390.96875,33405.82031,33008.41016,33076.32813,300050000,up
3/6/2023,33431.44141,33572.21875,33383.46875,33425.32031,329190000,up
3/7/2023,32856.46094,33453.25,32838.21094,33428.30859,299400000,up
3/8/2023,32798.39844,32903.44141,32612.69922,32872.07813,242750000,down
3/9/2023,32254.85938,32990.46094,32190.59961,32876.82813,315860000,up
3/10/2023,31909.64063,32422.09961,31783.41016,32185.14063,397790000,down
3/13/2023,31819.14063,32240.34961,31624.86914,31819.92969,429090000,down
3/14/2023,32155.40039,32306.58984,31805.40039,32055.28906,391760000,up
3/15/2023,31874.57031,31906.4707,31429.82031,31759.86914,420910000,down
3/16/2023,32246.55078,32281.60938,31571.46094,31827.65039,440940000,up
3/17/2023,31861.98047,32217.32031,31728.69922,32217.32031,712100000,up
3/20/2023,32244.58008,32280.07031,31872.33008,31872.33008,357210000,down
3/21/2023,32560.59961,32593.67969,32346.11914,32420.71094,363190000,up
3/22/2023,32030.10938,32761.89063,32020.46094,32570.18945,325990000,up
3/23/2023,32105.25,32511.49023,31864.74023,32101.49023,335430000,down
3/24/2023,32237.5293,32257.24023,31805.17969,32038.2207,317070000,down
3/27/2023,32432.08008,32564,32276.7207,32276.7207,291560000,up
3/28/2023,32394.25,32551.00977,32295.5,32434.84961,248560000,up
3/29/2023,32717.59961,32728.03906,32539.93945,32566.53906,314110000,up
3/30/2023,32859.03125,32905.80078,32682.86914,32807.42969,283380000,up
3/31/2023,33274.14844,33291,32901.96094,32901.96094,353740000,up
4/3/2023,33601.14844,33632.89844,33245.78125,33245.78125,311890000,up
4/4/2023,33402.37891,33634.71875,33275.62109,33594.78906,283360000,up
4/5/2023,33482.71875,33543.83984,33376.26953,33394.60156,286660000,down
4/6/2023,33485.28906,33525.96094,33325.37109,33420.96094,258680000,up
4/10/2023,33586.51953,33590.23828,33343.42969,33425.25,232920000,up
4/11/2023,33684.78906,33781.28906,33586.75,33586.75,241430000,up
4/12/2023,33646.5,33895.42969,33593.32031,33764.21094,260300000,up
4/13/2023,34029.69141,34054.98828,33605.17188,33668.96875,277230000,down
4/14/2023,33886.46875,34082.94141,33730.85156,33981.71094,276720000,up
4/17/2023,33987.17969,33991.23047,33796.91016,33930.46094,234530000,down
4/18/2023,33976.62891,34018.62109,33791.89063,33965.16016,253570000,up
4/19/2023,33897.01172,33957.98047,33814.64844,33889.82813,251490000,down
4/20/2023,33786.62109,33875.39063,33677.73828,33740.60156,307910000,down
4/21/2023,33808.96094,33858.82813,33688.57031,33793.60156,291080000,up
4/24/2023,33875.39844,33891.14844,33726.08984,33805.03906,252020000,up
4/25/2023,33530.82813,33875.48828,33525.39063,33828.33984,297880000,up
4/26/2023,33301.87109,33645.82813,33235.85156,33596.33984,321170000,down
4/27/2023,33826.16016,33859.75,33374.64844,33381.66016,343240000,down
4/28/2023,34098.16016,34104.55859,33728.39844,33797.42969,354310000,up
5/1/2023,34051.69922,34257.82813,34030.14063,34116.80859,244190000,up
5/2/2023,33684.53125,34017.75,33436.66016,34017.62109,274460000,down
5/3/2023,33414.23828,33811.83984,33396.05078,33726.64063,286900000,down
5/4/2023,33127.73828,33354.85938,32937.5,33347.78125,305160000,down
5/5/2023,33674.37891,33748.42969,33248.55078,33248.55078,316350000,down
5/8/2023,33618.69141,33747.48828,33509.23047,33715.14844,225680000,up
5/9/2023,33561.80859,33656.39844,33509.71875,33589.85156,232940000,down
5/10/2023,33531.32813,33772.08984,33239.44922,33707.19922,271180000,up
5/11/2023,33309.51172,33389.87891,33127.69922,33383.89063,298000000,down
5/12/2023,33300.62109,33406.39844,33110.60938,33370.57813,227570000,down
5/15/2023,33348.60156,33400.30078,33161.92969,33321.21094,224020000,down
5/16/2023,33012.14063,33290.85156,33006.19141,33275.37109,246680000,down
5/17/2023,33420.76953,33472.37891,33050.41016,33092.48047,307130000,down
5/18/2023,33535.91016,33579.91016,33212.08984,33374.55859,333070000,up
5/19/2023,33426.62891,33652.89844,33336.66016,33582.94922,315210000,up
5/22/2023,33286.57813,33512.30078,33207.85156,33408.53906,268900000,down
5/23/2023,33055.51172,33310.17188,33013.28906,33190.60156,291550000,down
5/24/2023,32799.92188,33031.75,32752.43945,33021.76172,246180000,down
5/25/2023,32764.65039,32870.42969,32586.56055,32854.26172,364670000,down
5/26/2023,33093.33984,33162.05859,32795.5,32795.5,330290000,down
5/30/2023,33042.78125,33132.69922,32893.96875,33103.64844,322700000,up
5/31/2023,32908.26953,32984.82813,32739.73047,32948.71094,689990000,down
6/1/2023,33061.57031,33167.75,32704.50977,32929.85156,349460000,down
6/2/2023,33762.76172,33805,33187.57813,33187.57813,383590000,up
6/5/2023,33562.85938,33804.21875,33552.78906,33771.12891,367170000,up
6/6/2023,33573.28125,33631.25,33399.69141,33547.67188,294070000,down
6/7/2023,33665.01953,33708.78125,33546.10938,33562.46875,347400000,up
6/8/2023,33833.60938,33873.80859,33630.03906,33656.98047,269160000,up
6/9/2023,33876.78125,33975.32031,33787.16016,33852.44141,262310000,up
6/12/2023,34066.32813,34077.83984,33878.46094,33906.80078,308130000,up
6/13/2023,34212.12109,34310.28125,34107.98047,34111.07813,308790000,up
6/14/2023,33979.32813,34151.42188,33783.55078,34044.69922,354910000,down
6/15/2023,34408.05859,34488.98047,33945.98047,33945.98047,361400000,down
6/16/2023,34299.12109,34588.67969,34285.69141,34464.01953,595230000,up
6/20/2023,34053.87109,34206.66016,33915.92969,34206.66016,334810000,down
6/21/2023,33951.51953,34097.92969,33876.17188,33990.55859,323690000,down
6/22/2023,33946.71094,34003.55859,33835.39063,33900.46875,275600000,down
6/23/2023,33727.42969,33835.66016,33646.48828,33835.66016,379800000,down
6/26/2023,33714.71094,33819.48828,33610.32031,33730.78906,265330000,down
6/27/2023,33926.73828,33975.64844,33730.39063,33739.03125,293210000,up
6/28/2023,33852.66016,33903.76172,33755.92188,33881.37891,268050000,up
6/29/2023,34122.42188,34147.67969,33828.62891,33854.57031,279940000,down
6/30/2023,34407.60156,34467.35156,34269.92188,34269.92188,351060000,up
7/3/2023,34418.46875,34465.60156,34286.53906,34369.78125,157590000,up
7/5/2023,34288.64063,34376.10938,34226.98047,34344.71875,274570000,down
7/6/2023,33922.26172,34171.39063,33771.46875,34171.39063,293840000,down
7/7/2023,33734.87891,34036.37891,33716.75,33837.07031,272730000,down
7/10/2023,33944.39844,33958.35938,33705.67969,33705.67969,299200000,down
7/11/2023,34261.42188,34288.87109,33993.01172,34056.94141,278940000,up
7/12/2023,34347.42969,34586.94141,34308.78125,34395.28125,331410000,up
7/13/2023,34395.14063,34482.26172,34365.32813,34412.30859,267180000,up
7/14/2023,34509.03125,34592.26172,34425.32813,34425.32813,293540000,up
7/17/2023,34585.35156,34665.14844,34418.71875,34499.73828,359780000,up
7/18/2023,34951.92969,34986.35938,34530.60938,34597.07813,385940000,up
7/19/2023,35061.21094,35234.05078,34991.21094,34991.21094,365130000,up
7/20/2023,35225.17969,35372.76953,35091.98047,35091.98047,340880000,up
7/21/2023,35227.69141,35340.66016,35186.05078,35274.32031,465270000,up
7/24/2023,35411.23828,35463.96875,35230.78906,35230.78906,284460000,down
7/25/2023,35438.07031,35527.57031,35365.26172,35421.48828,299530000,up
7/26/2023,35520.12109,35633.60938,35306.26953,35345.98828,346240000,down
7/27/2023,35282.71875,35645.35156,35216.57813,35558.78906,352230000,up
7/28/2023,35459.28906,35565.51172,35355.14844,35443.48828,369000000,down
7/31/2023,35559.53125,35566.94922,35430.21875,35465.96875,327410000,up
8/1/2023,35630.67969,35679.12891,35526.60938,35585.98828,259490000,up
8/2/2023,35282.51953,35551.92188,35226.26172,35551.92188,298570000,down
8/3/2023,35215.89063,35348.19922,35122.32031,35194.55859,254960000,down
8/4/2023,35065.62109,35506.87891,35033.76172,35230.12891,338290000,up
8/7/2023,35473.12891,35497.37891,35125.60156,35125.60156,300150000,down
8/8/2023,35314.48828,35346.64063,35007.41016,35345.39844,303840000,up
8/9/2023,35123.35938,35370.89063,35058.73047,35324.28125,306680000,down
8/10/2023,35176.14844,35578.57813,35107.60156,35231.53906,337110000,down
8/11/2023,35281.39844,35354.60156,35059.98828,35111.35938,277840000,down
8/14/2023,35307.62891,35335.44922,35169.96875,35273.89063,300250000,up
8/15/2023,34946.39063,35219.37109,34908.5,35219.37109,323920000,down
8/16/2023,34765.73828,35133.55859,34757.37109,34914.96094,332310000,down
8/17/2023,34474.82813,34888.48047,34440.73047,34829.60938,392850000,down
8/18/2023,34500.66016,34587.07031,34263.19141,34368.35938,320680000,down
8/21/2023,34463.69141,34570.96094,34248.46094,34531.28125,396490000,up
8/22/2023,34288.82813,34514.03906,34256.83984,34494.17188,279200000,down
8/23/2023,34472.98047,34534.71875,34321,34338.58984,360610000,down
8/24/2023,34099.42188,34694.67969,34093.64844,34439.82813,342520000,up
8/25/2023,34346.89844,34441.91016,34029.21875,34217.05859,257440000,down
8/28/2023,34559.98047,34652.91016,34441.64063,34441.64063,224640000,up
8/29/2023,34852.67188,34864.42188,34531.12109,34531.12109,262550000,up
8/30/2023,34890.23828,35025.57031,34811.73828,34847.80078,236070000,up
8/31/2023,34721.91016,35070.21094,34719.76953,34909.08984,341900000,up
9/1/2023,34837.71094,34979.17969,34720.69922,34876.23828,286370000,down
9/5/2023,34641.96875,34871.26172,34635.62891,34843.21875,283540000,down
9/6/2023,34443.19141,34611.67969,34291.55859,34611.67969,308900000,down
9/7/2023,34500.73047,34560.85938,34351.17969,34351.17969,386980000,down
9/8/2023,34576.58984,34627.85156,34473.57031,34487.41016,293990000,up
9/11/2023,34663.71875,34784.51953,34578.58984,34650.01172,291720000,up
9/12/2023,34645.98828,34852.60938,34560.55078,34620.01953,318670000,down
9/13/2023,34575.53125,34767.10938,34509.94922,34667.28125,295480000,up
9/14/2023,34907.10938,34977.96875,34687.5,34687.5,305180000,up
9/15/2023,34618.23828,34902.03906,34572.26953,34902.03906,582160000,up
9/18/2023,34624.30078,34725.05859,34545.35156,34612.28906,252700000,down
9/19/2023,34517.73047,34597.55859,34311.69141,34571.83984,282830000,down
9/20/2023,34440.87891,34776.28125,34434.28906,34575.5,291650000,up
9/21/2023,34070.42188,34378.30078,34058.71875,34332.23047,331930000,down
9/22/2023,33963.83984,34156.14844,33947.23828,34077.07813,268760000,down
9/25/2023,34006.87891,34017.53125,33780.67188,33907.58984,229450000,down
9/26/2023,33618.87891,33879.92969,33569.60156,33862.67969,280100000,down
9/27/2023,33550.26953,33731.64844,33306.30078,33682.80859,300330000,down
9/28/2023,33666.33984,33777.89844,33473.5,33519.44141,275610000,down
9/29/2023,33507.5,33893.67969,33407.44922,33882.60938,319830000,up
10/2/2023,33433.35156,33511.91016,33219.55859,33455.5,275630000,down
10/3/2023,33002.37891,33398.53906,32916.19922,33318.83984,293450000,down
10/4/2023,33129.55078,33156.44922,32873.23047,33034.17969,287030000,down
10/5/2023,33119.57031,33174.37891,32941.55859,33099.23047,277250000,up
10/6/2023,33407.57813,33557.69141,32846.94141,33040.69922,332990000,down
10/9/2023,33604.64844,33631.80859,33253.69141,33259.83984,228760000,up
10/10/2023,33739.30078,33898.21875,33604.32031,33683.41016,255640000,up
10/11/2023,33804.87109,33882.55078,33612.25,33822.19922,256560000,up
10/12/2023,33631.14063,33863.80078,33455.60156,33845.64844,289160000,up
10/13/2023,33670.28906,33957.71875,33551.57813,33733.33984,306340000,down
10/16/2023,33984.53906,34088.98047,33832.42188,33832.42188,270060000,up
10/17/2023,33997.64844,34147.62891,33854.69922,33869.83984,281010000,up
10/18/2023,33665.07813,33991.51172,33598.64063,33960.25,285410000,up
10/19/2023,33414.17188,33852.39063,33368.57813,33669.51953,304320000,down
10/20/2023,33127.28125,33425.76953,33118.12109,33365.26953,325530000,down
10/23/2023,32936.41016,33234.85156,32892.19141,32993.01953,342500000,down
10/24/2023,33141.37891,33272.19141,32988.42969,33089.64063,359230000,up
10/25/2023,33035.92969,33267.91016,32989.71875,33203.53125,355690000,up
10/26/2023,32784.30078,33105.03125,32743.99023,33017.17188,379880000,down
10/27/2023,32417.58984,32787.55859,32327.19922,32782.39844,376970000,down
10/30/2023,32928.96094,33002.96875,32537.53906,32537.53906,298640000,down
10/31/2023,33052.87109,33070.28125,32787.12109,33029.10938,306950000,up
11/1/2023,33274.57813,33337.14844,33010.85156,33081.87109,307570000,up
11/2/2023,33839.07813,33852.96094,33450.03125,33457.82031,304350000,up
11/3/2023,34061.32031,34163.62891,33946.60156,33988.82813,311000000,up
11/6/2023,34095.85938,34167.26172,33989.71875,34092.60938,265570000,up
11/7/2023,34152.60156,34206.98047,34026.71875,34075.64844,281790000,down
11/8/2023,34112.26953,34252.75,33996.19922,34185.92188,280330000,up
11/9/2023,33891.94141,34167.53906,33859.76953,34163.71094,325400000,down
11/10/2023,34283.10156,34310.35938,33905.62109,34020.82031,302460000,down
11/13/2023,34337.87109,34405.83984,34205.80859,34259.25,245090000,up
11/14/2023,34827.69922,34931.01172,34581.19922,34581.19922,328050000,up
11/15/2023,34991.21094,35051.10156,34868.48047,34906.71875,347790000,up
11/16/2023,34945.46875,35022.46094,34818.03125,34868.03125,435540000,down
11/17/2023,34947.28125,35028.21875,34882.82031,34964.82031,334820000,up
11/20/2023,35151.03906,35227.48047,34907.98047,34932.48828,331050000,down
11/21/2023,35088.28906,35118.03906,35038.44141,35104.83984,271120000,up
11/22/2023,35273.03125,35315.19922,35155.80078,35189.32813,237290000,up
11/24/2023,35390.14844,35399.44141,35299.89844,35299.89844,117040000,up
11/27/2023,35333.46875,35410.37109,35280.57031,35376.44141,258340000,up
11/28/2023,35416.98047,35518.67188,35307.73047,35332.12891,256210000,down
11/29/2023,35430.42188,35579.12891,35405.89063,35436.80078,299330000,up
11/30/2023,35950.89063,35970.69922,35592.21875,35596.57031,435540000,up
12/1/2023,36245.5,36264.85156,35914.44922,35914.44922,321840000,up
12/4/2023,36204.44141,36238.17969,36029.69141,36089.37891,329450000,up
12/5/2023,36124.55859,36164.67969,36010.85156,36135.64844,309250000,up
12/6/2023,36054.42969,36292.57813,36024.25,36183.73047,283240000,up
12/7/2023,36117.37891,36164.17188,36021.94922,36124.17188,287280000,down
12/8/2023,36247.87109,36296.19922,36061.64063,36084.82031,295180000,down
12/11/2023,36404.92969,36416.17969,36231.19141,36254.32813,342490000,up
12/12/2023,36577.94141,36596.10938,36373.21875,36442.10156,292770000,up
12/13/2023,37090.23828,37094.85156,36523.58984,36601.80078,354790000,up
12/14/2023,37248.35156,37287.5,37051.51953,37115.62891,455820000,up
12/15/2023,37305.16016,37347.60156,37092.01953,37194.5,788160000,up
12/18/2023,37306.01953,37393.44922,37284.85156,37330.14063,292120000,up
12/19/2023,37557.92188,37562.82813,37311.82031,37311.82031,272740000,down
12/20/2023,37082,37641.30078,37073.03906,37520.12891,303450000,up
12/21/2023,37404.35156,37418.76172,37127.05078,37225.32031,253120000,down
12/22/2023,37385.96875,37534.51953,37268.87891,37349.26953,252970000,up
12/26/2023,37545.32813,37617.98828,37371.82813,37405.89844,212420000,up
12/27/2023,37656.51953,37683.69922,37488.60156,37518.62109,245530000,up
12/28/2023,37710.10156,37778.85156,37650.98047,37661.51953,199550000,up
12/29/2023,37689.53906,37759.42969,37538.80078,37701.62891,234570000,up
